age,workClass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,salary
38,2,52963,4,13,5,10,0,1,0,0,0,50,3,0
33,2,190511,1,4,1,1,0,1,1,2176,0,35,3,0
25,2,75821,2,10,5,6,4,1,0,0,0,40,3,0
33,2,123291,11,9,4,4,3,1,1,0,0,84,3,1
50,5,226497,2,10,4,3,3,1,1,0,0,52,3,1
35,2,282979,11,9,4,7,3,1,1,5178,0,50,3,1
36,2,166549,4,13,1,10,0,1,1,0,0,55,3,1
27,2,187746,2,10,5,5,4,1,0,0,0,40,3,0
22,2,157145,3,11,5,13,4,1,1,0,0,50,3,0
30,2,227551,11,9,4,2,3,1,1,0,0,40,3,0
90,2,115306,9,14,5,9,4,1,0,0,0,40,3,0
39,2,169249,11,9,3,5,5,2,1,0,0,40,3,0
34,6,221966,4,13,5,6,0,1,1,0,0,45,3,0
39,2,224566,4,13,4,9,3,1,1,0,0,60,3,1
19,2,28119,2,10,5,5,4,1,0,0,0,4,3,0
19,2,323810,0,6,5,13,0,1,1,0,0,40,3,0
29,2,210498,11,9,4,13,3,1,1,0,0,40,3,0
66,0,174995,8,12,4,13,3,1,1,2290,0,30,32,0
38,2,161141,2,10,4,8,3,1,1,0,0,45,3,0
44,2,210534,6,3,4,1,3,1,1,0,0,40,34,0
34,0,112650,1,4,5,13,4,1,1,0,0,40,3,0
35,6,318891,8,12,6,9,0,1,0,0,0,40,3,0
29,5,375655,4,13,5,6,0,1,1,0,0,40,3,0
22,2,228465,11,9,4,2,3,2,1,0,0,40,3,0
33,2,102130,2,10,5,2,4,1,1,0,0,40,3,0
73,2,183213,3,11,6,6,0,1,1,25124,0,60,3,1
35,5,177305,2,10,4,9,3,1,1,0,2377,40,3,0
41,2,34037,11,9,5,1,0,1,1,0,0,40,3,0
27,0,116613,2,10,4,5,1,1,0,0,0,50,3,0
25,2,175540,11,9,5,10,0,1,1,0,0,50,3,0
47,2,150768,4,13,1,1,0,1,1,0,1564,51,3,1
36,2,176634,4,13,4,7,1,1,0,0,0,35,3,1
36,2,209993,13,2,6,5,5,1,0,0,0,20,34,0
25,5,206002,11,9,1,8,2,1,0,0,0,40,3,0
37,2,201259,5,7,1,2,0,1,1,0,0,65,3,0
26,5,202286,4,13,5,8,4,1,1,0,0,40,3,0
53,2,96062,2,10,4,9,3,1,1,0,1740,40,3,0
36,5,578377,9,14,4,6,1,1,0,0,0,40,3,0
30,2,509500,4,13,5,8,0,1,0,4787,0,45,3,1
53,5,324021,2,10,1,5,0,1,0,0,0,40,3,0
37,0,107737,11,9,4,13,3,1,1,0,0,45,3,0
41,6,129865,11,9,1,13,2,1,1,0,0,40,3,0
53,2,103586,4,13,4,1,3,1,1,0,0,55,3,0
23,2,187513,2,10,5,5,4,1,1,0,0,32,3,0
28,2,172891,11,9,4,0,3,1,1,0,0,50,3,0
53,5,207449,0,6,4,5,3,1,1,0,0,40,3,0
32,2,209103,11,9,4,2,3,1,1,0,0,20,3,1
33,2,408813,4,13,5,10,0,1,0,0,0,50,3,0
27,2,209292,11,9,5,7,5,2,0,0,0,32,2,0
52,2,144361,3,11,4,13,3,1,1,0,1902,40,3,1
31,2,209538,2,10,4,10,3,1,1,0,0,55,3,0
27,2,244402,8,12,5,9,0,1,0,0,0,40,3,1
44,2,889965,11,9,4,1,1,1,0,3137,0,30,3,0
37,0,298444,9,14,4,6,3,1,1,0,0,40,3,0
39,2,163237,11,9,4,13,3,1,1,0,0,60,3,0
18,2,311795,7,8,5,7,4,2,0,0,0,20,3,0
42,2,155972,11,9,4,1,3,1,1,0,0,40,3,1
49,2,291783,4,13,4,13,3,1,1,0,0,40,3,1
35,2,153535,11,9,1,1,2,2,0,0,0,36,3,0
43,2,249771,11,9,4,2,3,4,1,0,0,99,3,0
43,2,462180,14,15,4,6,3,1,1,99999,0,60,3,1
31,2,308540,2,10,4,13,3,1,1,0,0,40,3,1
27,2,34701,4,13,5,5,0,1,1,0,0,40,3,0
46,1,106252,2,10,1,10,0,1,0,0,0,40,3,0
54,2,138944,11,9,4,7,3,1,1,0,0,44,3,0
37,2,140713,2,10,4,10,3,2,1,0,0,40,0,1
53,5,216931,2,10,4,3,3,1,1,4386,0,40,3,1
26,2,162312,2,10,5,10,0,4,1,0,0,20,22,0
59,3,253062,14,15,4,6,3,1,1,0,0,55,3,1
36,1,359249,2,10,3,10,0,2,1,0,0,40,3,0
32,2,231413,11,9,4,4,3,1,1,0,0,40,3,1
53,5,197054,9,14,4,6,3,1,1,0,0,40,3,1
26,2,130931,11,9,5,10,4,2,0,0,0,40,3,0
35,2,30565,11,9,0,5,1,1,0,0,0,40,3,1
48,2,105138,11,9,1,9,2,4,0,0,0,40,3,0
30,5,178383,2,10,3,1,0,2,1,0,0,40,3,0
38,2,241998,7,8,4,13,3,1,1,7688,0,40,3,1
58,0,196403,11,9,4,9,1,1,0,0,0,10,3,1
44,2,232421,11,9,2,2,0,0,1,0,0,32,20,0
30,2,130369,3,11,3,6,2,1,0,0,0,40,3,0
68,0,336329,11,9,4,9,3,1,1,0,0,10,3,0
26,5,337867,4,13,5,6,4,2,0,0,0,40,3,0
26,5,104614,4,13,5,6,4,1,0,0,0,40,3,0
41,2,223548,13,2,4,4,3,1,1,0,0,40,34,0
43,6,506329,4,13,4,6,3,4,1,15024,0,40,34,1
48,2,64479,4,13,1,9,0,1,1,0,0,47,3,0
55,2,284095,11,9,1,7,0,1,0,0,0,37,3,0
50,0,221336,2,10,1,9,2,4,0,0,0,40,3,0
41,2,428499,5,7,4,13,3,1,1,0,1485,50,3,1
52,2,208302,11,9,4,7,3,1,1,0,0,36,3,0
24,2,412156,11,9,4,7,1,1,0,0,0,40,34,0
31,0,182177,11,9,4,13,3,1,1,0,1902,40,3,1
54,5,129972,3,11,4,3,3,1,1,0,0,38,3,1
31,0,186420,9,14,3,8,0,1,0,0,0,25,3,0
31,3,203488,4,13,4,9,3,1,1,0,0,50,3,1
47,2,128796,11,9,4,13,3,1,1,0,0,40,3,1
40,2,55395,3,11,4,6,3,1,1,0,0,40,3,1
46,6,314770,2,10,1,10,2,1,0,0,0,48,3,0
45,2,135044,11,9,1,4,0,1,0,0,0,40,3,0
39,2,319248,0,6,5,5,2,1,0,0,0,25,34,0
34,5,236415,2,10,5,10,2,1,0,0,0,18,3,0
48,5,151584,2,10,5,10,0,1,1,8614,0,60,3,1
19,5,133983,2,10,5,10,4,1,0,0,0,20,3,0
56,2,81220,2,10,5,10,0,1,0,0,0,40,20,0
47,2,151087,11,9,3,6,5,0,0,0,0,40,15,0
35,2,322171,2,10,4,5,1,1,0,0,0,40,3,1
25,2,190628,2,10,4,13,3,1,1,0,0,40,28,0
43,5,106982,4,13,3,6,2,1,0,0,0,40,3,0
59,2,227856,4,13,4,7,3,1,1,0,0,37,3,1
66,2,213477,1,4,1,7,0,1,1,0,0,10,3,0
63,2,266083,1,4,4,2,3,1,1,0,0,60,3,1
32,2,257068,2,10,2,2,0,1,0,0,0,37,3,0
58,2,37591,4,13,6,2,0,1,0,0,0,40,3,0
43,3,150533,3,11,4,9,5,1,1,0,0,50,3,1
27,2,211184,11,9,5,10,0,1,0,0,0,52,3,0
21,2,136610,7,8,5,1,4,1,1,0,0,32,3,0
44,1,244054,2,10,1,9,2,1,1,0,0,60,3,1
40,0,240698,11,9,4,13,3,1,1,0,0,60,3,0
65,2,172906,11,9,6,10,2,1,0,0,0,40,3,0
50,2,238959,2,10,4,10,3,1,1,0,0,45,3,1
18,2,163085,11,9,3,10,4,1,1,0,0,20,3,0
51,6,172022,9,14,5,6,0,1,1,0,0,40,3,1
44,1,218062,2,10,1,10,2,2,0,0,0,40,3,0
20,2,201799,2,10,5,7,4,1,0,0,0,13,3,0
29,2,150717,3,11,5,9,0,1,1,0,0,40,3,0
50,2,94391,3,11,4,13,3,1,1,0,0,50,3,1
50,5,153064,11,9,4,9,3,1,1,5178,0,40,3,1
43,2,156771,0,6,4,10,3,1,1,0,0,40,3,0
23,2,216639,4,13,5,8,0,1,0,0,0,40,3,0
41,2,82161,11,9,4,2,3,1,1,0,0,40,3,0
30,2,159159,2,10,4,2,1,1,0,0,0,30,3,0
58,0,310014,4,13,4,0,3,1,1,0,0,25,3,0
50,6,133014,3,11,4,6,3,1,1,0,0,40,3,0
37,0,36214,4,13,4,13,3,1,1,0,0,65,3,1
21,2,399022,11,9,5,0,4,1,1,0,0,24,3,0
33,2,179758,11,9,4,7,1,1,0,0,0,20,3,0
52,2,48947,2,10,1,10,2,1,0,0,0,45,3,0
47,2,201865,11,9,4,2,3,1,1,0,0,40,3,0
45,0,319122,4,13,5,7,0,1,1,14084,0,45,3,1
34,2,155151,2,10,4,13,3,1,1,0,0,40,3,1
39,2,24106,2,10,4,7,3,1,1,0,0,40,22,1
31,2,257863,2,10,1,5,0,1,0,0,0,15,3,0
19,2,28967,2,10,5,5,0,1,1,0,0,40,3,0
45,2,379393,2,10,1,8,0,1,0,0,0,45,3,0
45,0,152752,3,11,4,3,3,1,1,0,0,3,3,0
34,2,154874,11,9,5,4,0,1,1,4416,0,30,3,0
27,2,154210,5,7,2,7,4,4,1,0,0,35,14,0
37,2,335716,11,9,1,7,2,1,0,0,0,40,3,0
20,2,94744,11,9,5,10,4,2,0,0,0,20,3,0
32,2,133861,4,13,5,9,0,1,1,13550,0,48,3,1
24,2,240137,13,2,5,1,0,1,1,0,0,55,34,0
39,2,80004,11,9,4,1,3,1,1,0,0,40,3,0
18,2,109702,2,10,5,7,4,1,0,0,0,30,3,0
62,0,39610,2,10,4,0,3,1,1,0,0,80,3,0
24,2,90046,4,13,3,9,0,1,0,0,0,40,3,0
37,2,193855,11,9,4,2,3,1,1,0,0,45,3,0
46,2,206889,4,13,6,10,0,1,0,0,0,25,3,0
44,2,86298,11,9,1,13,0,1,1,0,0,40,3,0
53,2,149650,11,9,5,7,0,1,1,0,2559,48,3,1
25,2,323139,4,13,5,1,4,1,1,0,0,35,3,0
44,2,237993,14,15,4,4,3,1,1,0,0,45,3,0
24,2,36058,4,13,5,7,0,1,1,0,0,50,3,0
61,2,163393,11,9,4,2,3,1,1,0,0,20,3,0
45,5,93535,9,14,1,6,2,1,0,0,0,40,3,0
33,0,112952,2,10,5,13,4,1,1,0,0,48,3,0
48,2,182541,4,13,4,6,3,1,1,15024,0,45,3,1
26,5,73392,11,9,5,1,4,3,1,0,0,30,3,0
40,5,507086,11,9,1,1,0,2,0,0,0,32,3,0
68,2,195868,4,13,4,7,3,1,1,20051,0,40,3,1
24,2,276851,11,9,1,3,4,1,0,0,1762,40,3,0
25,2,39901,4,13,4,3,3,1,1,0,0,60,3,0
31,5,33124,4,13,5,6,0,1,0,0,0,50,3,0
55,2,419732,2,10,1,5,2,1,0,0,0,38,3,0
46,2,171095,8,12,1,7,2,1,0,0,0,38,3,0
58,2,199278,4,13,1,9,0,1,1,0,0,38,3,0
56,2,235205,11,9,6,5,2,1,0,0,0,40,3,0
45,1,168232,4,13,5,10,0,1,1,0,0,55,3,1
24,2,145964,4,13,5,9,2,1,1,0,0,40,3,1
35,5,72338,11,9,1,0,4,4,1,0,0,56,3,0
51,2,153870,11,9,4,8,3,1,1,0,0,40,3,1
47,2,323798,14,15,4,6,3,1,1,15024,0,55,3,1
17,2,198830,5,7,5,10,5,1,0,0,0,10,3,0
21,2,267040,0,6,5,6,2,2,0,0,0,40,3,0
45,2,167187,4,13,5,6,0,1,0,0,0,40,3,1
42,2,230684,11,9,4,7,3,1,1,5178,0,50,3,1
56,2,659558,7,8,6,5,2,2,0,0,0,40,3,0
39,2,181661,11,9,4,1,3,1,1,0,0,40,3,0
31,2,186144,1,4,5,4,0,0,0,0,0,40,34,0
20,1,178517,2,10,5,8,0,1,1,0,0,40,3,0
65,0,131417,6,3,4,0,3,1,1,1797,0,21,3,0
44,2,57233,2,10,4,6,3,1,1,0,0,45,3,0
33,2,379798,11,9,4,13,3,1,1,0,0,40,3,0
25,2,122175,4,13,4,6,3,1,1,0,0,45,3,1
38,2,107302,11,9,4,9,3,1,1,0,0,50,3,0
31,5,127651,0,6,5,2,5,1,1,0,1741,40,3,0
33,0,102884,4,13,4,7,4,1,1,0,0,20,3,0
49,0,241753,11,9,1,5,2,1,0,0,0,40,3,0
28,2,173611,11,9,5,9,4,1,0,0,0,40,3,0
29,2,232666,11,9,4,13,3,1,1,0,0,40,3,0
23,2,352207,3,11,5,5,4,1,1,0,0,20,3,0
37,0,241998,4,13,4,6,3,1,1,0,0,5,3,1
52,2,279129,2,10,5,6,0,1,1,0,0,37,3,1
27,2,177057,11,9,5,4,0,1,1,0,0,40,3,0
47,2,155659,2,10,4,13,3,1,1,7688,0,55,3,1
21,2,251603,11,9,5,10,0,1,0,0,0,40,3,0
41,1,19914,4,13,4,10,1,4,0,0,0,40,22,1
61,2,115023,2,10,4,10,3,1,1,0,0,40,3,1
32,2,101709,4,13,4,6,3,4,1,0,0,40,3,1
21,2,313702,2,10,5,7,0,1,1,0,0,40,3,0
63,2,250068,7,8,4,7,3,1,1,0,0,40,3,1
34,2,227359,2,10,4,5,3,1,1,0,0,42,3,0
21,6,196827,8,12,5,8,4,1,1,0,0,10,3,0
44,2,118550,11,9,1,5,2,1,0,0,0,33,3,0
26,2,285004,4,13,5,9,0,4,1,0,0,35,21,0
36,2,280169,9,14,4,9,3,1,1,0,0,50,3,1
39,2,144608,4,13,5,6,0,1,1,0,0,40,3,1
52,2,76860,11,9,4,1,3,4,1,0,0,8,22,0
44,0,167280,4,13,4,7,3,1,1,0,0,40,3,0
42,2,334783,11,9,4,6,1,1,0,0,0,40,3,0
60,2,141580,11,9,4,6,3,1,1,0,0,50,3,1
31,2,226443,4,13,5,6,0,1,1,0,0,40,3,0
30,2,366065,2,10,5,13,2,2,1,0,0,40,3,0
23,2,225724,2,10,5,6,4,1,0,0,0,25,3,0
81,6,132204,13,2,6,5,0,1,0,0,0,20,3,0
39,2,258276,4,13,4,8,3,4,1,3137,0,40,3,0
38,2,197711,0,6,1,4,0,4,0,0,0,40,4,0
21,2,30619,2,10,5,9,0,1,0,0,0,38,3,0
28,5,335015,11,9,4,13,3,1,1,0,0,40,3,0
34,2,61272,4,13,5,9,0,1,0,0,0,40,3,0
47,2,106544,11,9,5,5,0,1,0,0,0,40,3,0
36,2,144169,11,9,4,13,3,1,1,0,0,50,3,0
27,2,40295,11,9,5,2,0,1,1,0,0,99,3,0
56,2,266091,4,13,5,6,0,1,0,2907,0,52,17,0
57,2,143030,11,9,6,5,2,1,0,0,0,30,17,0
42,6,192397,2,10,1,10,4,1,0,0,0,38,3,0
43,2,114351,11,9,1,13,0,1,1,0,0,35,3,0
48,2,63466,11,9,2,13,2,1,0,0,0,32,3,0
53,2,132304,11,9,1,4,0,1,0,0,0,40,36,0
58,2,128162,11,9,1,7,0,1,0,0,0,24,3,0
19,2,125938,7,8,5,5,4,1,1,0,0,40,12,0
37,2,170174,11,9,4,9,3,1,1,0,0,46,3,1
41,0,203451,2,10,1,6,0,1,0,0,0,15,3,0
31,2,109917,1,4,3,13,0,1,0,0,0,40,3,0
31,2,114937,4,13,4,6,3,1,1,0,0,35,3,0
53,5,231196,11,9,4,10,3,1,1,0,0,40,3,0
19,2,238474,2,10,5,7,4,1,1,0,0,25,3,0
56,2,314149,10,16,4,6,3,1,1,0,0,50,3,1
55,1,31728,2,10,4,10,1,1,0,0,0,40,3,1
51,2,360131,6,3,4,13,5,1,0,0,0,40,3,0
62,2,141308,2,10,5,10,0,1,0,0,0,40,3,0
43,2,83411,2,10,4,7,3,1,1,0,0,50,3,1
45,2,119835,1,4,1,7,0,3,1,0,0,48,3,0
28,5,296537,11,9,4,13,3,1,1,0,0,45,3,0
46,2,193047,11,9,4,9,3,1,1,0,0,40,3,1
62,6,39630,4,13,4,6,3,1,1,0,0,40,3,0
57,5,213975,11,9,6,5,2,1,0,0,0,30,3,0
60,5,259803,4,13,4,6,1,1,0,0,0,45,3,1
23,1,55465,2,10,5,1,0,1,1,0,0,40,3,0
47,2,181307,2,10,4,7,3,1,1,99999,0,60,3,1
21,2,211301,2,10,5,10,4,1,0,0,0,8,3,0
51,2,200450,11,9,4,1,3,1,1,0,0,48,3,0
61,5,176731,11,9,4,1,3,1,1,0,0,40,3,0
52,0,140985,4,13,4,10,1,1,0,99999,0,30,3,1
76,2,125784,4,13,4,9,3,1,1,0,0,40,3,0
24,2,152176,2,10,5,1,0,1,1,0,0,39,3,0
31,0,111423,4,13,5,13,0,1,1,0,0,55,3,0
43,2,130126,4,13,4,9,3,1,1,15024,0,50,3,1
58,1,30111,2,10,6,6,2,3,0,0,0,40,3,0
18,1,214989,2,10,5,6,4,1,0,0,1602,24,3,0
19,2,272800,7,8,5,10,4,1,0,0,0,25,3,0
44,2,195881,2,10,1,9,5,1,0,0,0,45,3,0
41,5,170924,2,10,5,6,5,1,1,0,0,7,3,0
21,2,131473,2,10,5,7,4,4,1,0,0,20,24,0
40,2,149466,11,9,1,1,0,2,1,0,0,35,3,0
25,2,190418,2,10,5,5,4,1,1,0,0,30,20,0
62,5,167889,10,16,6,6,2,1,0,0,0,40,29,0
42,2,177989,11,9,4,13,3,1,1,0,0,40,3,0
35,2,186035,3,11,5,8,0,1,1,0,0,40,3,0
19,2,195805,11,9,5,7,4,1,0,0,0,12,3,0
60,2,54800,11,9,4,5,1,1,0,0,0,40,3,0
20,2,100605,11,9,5,7,4,0,1,0,0,40,15,0
23,2,253190,8,12,4,1,3,1,1,0,0,25,3,0
18,2,203301,11,9,5,10,4,1,0,0,0,40,3,0
40,2,175696,2,10,4,9,3,1,1,0,0,45,3,1
19,2,278304,2,10,5,5,4,1,0,0,0,15,3,0
51,2,93193,11,9,1,6,0,1,0,0,0,40,3,0
41,5,158688,4,13,4,3,3,1,1,0,0,50,3,0
18,2,327612,0,6,5,5,4,1,0,0,0,20,3,0
41,2,210844,2,10,2,7,2,2,0,0,0,40,3,0
27,2,147340,2,10,5,9,4,1,0,0,0,40,3,0
71,0,130436,13,2,1,13,0,1,0,0,0,28,3,0
25,2,206600,7,8,4,4,3,1,1,0,0,40,12,0
73,2,284680,11,9,1,5,0,1,0,0,0,20,3,0
45,2,127738,2,10,4,5,3,1,1,0,0,40,3,0
25,2,213412,2,10,4,7,3,1,1,0,0,40,3,1
50,2,287927,11,9,4,6,1,1,0,0,0,16,3,0
44,2,249332,11,9,4,2,3,1,1,0,0,40,11,0
44,5,290403,3,11,1,3,4,1,0,0,0,40,17,0
49,2,54772,11,9,4,13,3,1,1,3103,0,45,3,1
44,3,56651,2,10,4,9,3,1,1,7688,0,45,3,1
42,1,178470,11,9,1,10,0,1,0,0,0,40,3,0
20,2,62865,11,9,5,12,0,1,0,0,0,45,3,0
66,2,107196,11,9,6,8,0,1,0,0,0,18,3,0
19,2,86860,2,10,5,9,4,1,1,0,0,15,3,0
60,2,130684,2,10,4,13,3,1,1,0,0,55,3,0
46,2,164682,3,11,3,6,0,1,1,0,0,40,3,0
42,2,198316,3,11,1,13,0,1,1,0,0,35,3,0
59,2,261816,2,10,1,9,0,1,0,0,0,52,16,0
58,2,280309,8,12,4,9,3,1,1,5178,0,60,3,1
47,2,97176,11,9,1,10,2,1,0,0,0,40,3,0
58,2,95835,2,10,4,8,3,1,1,0,0,36,3,0
69,2,323016,4,13,4,8,3,1,1,99999,0,40,3,1
17,2,280670,0,6,5,8,4,1,0,0,0,40,3,0
19,2,136306,5,7,5,0,4,1,1,0,0,24,3,0
28,2,65171,2,10,4,8,3,1,1,0,0,70,3,0
37,2,25864,11,9,3,6,2,3,0,0,0,40,3,0
30,2,149531,11,9,4,13,3,1,1,0,0,50,3,0
36,2,33887,2,10,1,6,0,1,1,0,0,40,3,0
45,2,172822,5,7,1,2,0,1,1,0,2824,76,3,1
59,2,106748,1,4,4,5,1,1,0,0,0,99,3,0
45,2,131826,2,10,4,1,3,1,1,0,0,40,3,0
53,5,216691,10,16,1,6,0,1,0,10520,0,40,3,1
37,2,133328,11,9,1,7,2,1,0,0,0,40,3,0
26,2,164737,2,10,5,7,0,1,0,0,0,40,3,0
53,5,99064,15,5,4,13,3,1,1,0,0,40,3,0
44,6,59460,11,9,4,5,1,1,0,0,0,15,3,0
27,2,208725,4,13,5,13,4,1,1,0,0,40,3,0
22,2,138513,2,10,5,13,4,1,1,0,0,40,3,0
41,2,121055,11,9,1,2,0,1,1,0,0,40,3,0
53,2,149784,11,9,4,4,3,1,1,0,0,40,3,0
58,2,114495,11,9,4,9,3,1,1,0,0,40,3,0
34,2,133278,7,8,3,9,2,2,0,0,0,53,3,0
32,2,212276,4,13,4,6,3,1,1,0,0,60,3,1
32,2,440129,2,10,4,1,3,1,1,0,0,38,34,0
47,2,98012,9,14,4,6,1,1,0,7688,0,40,3,1
27,2,145284,11,9,4,0,3,1,1,0,0,40,3,0
25,2,177147,2,10,5,1,0,1,1,0,0,40,3,0
40,2,141537,0,6,1,4,0,2,0,0,0,40,3,0
36,0,48093,2,10,4,7,3,1,1,0,0,92,3,0
23,5,314819,11,9,5,2,4,1,1,0,0,40,3,0
44,2,123572,15,5,4,4,3,2,1,0,0,40,3,0
19,2,170800,11,9,5,13,4,1,1,0,0,60,3,0
42,2,332401,4,13,5,7,0,1,1,0,0,40,3,0
60,0,193038,2,10,4,0,3,1,1,0,0,15,3,0
41,2,351161,11,9,4,7,3,1,1,0,1848,45,3,1
45,1,106910,11,9,5,2,2,4,0,0,0,40,3,0
67,1,163726,6,3,4,2,3,1,1,0,0,49,3,0
36,0,609935,4,13,4,2,3,2,1,0,0,48,3,0
52,6,314627,9,14,1,6,0,4,0,0,0,40,3,0
28,2,115945,10,16,5,10,4,1,1,0,0,18,3,0
83,3,272248,11,9,1,7,0,1,1,0,0,20,3,0
17,2,167878,5,7,5,5,4,1,1,0,0,20,3,0
27,2,176972,3,11,5,13,0,1,1,0,0,40,3,0
35,0,31095,3,11,5,0,0,1,1,0,0,60,3,0
40,2,130834,2,10,5,10,0,1,0,0,0,40,3,0
23,2,207415,8,12,4,7,1,1,0,0,0,25,3,0
51,5,264457,5,7,4,1,3,2,1,0,0,40,3,0
51,2,340588,13,2,4,5,3,1,1,0,0,54,34,0
82,2,42435,0,6,6,5,0,1,1,0,0,20,3,0
28,2,107411,11,9,5,9,0,1,0,0,0,45,3,0
53,2,290640,11,9,4,5,3,1,1,0,0,50,35,1
29,2,106179,4,13,5,10,0,1,0,0,0,35,20,0
19,2,247679,11,9,5,13,0,1,1,0,0,45,3,0
30,2,171598,4,13,2,7,0,1,0,0,0,50,3,0
23,2,234460,1,4,5,4,4,2,0,0,0,40,2,0
66,2,196674,4,13,4,7,3,1,1,0,0,15,3,1
27,2,182540,5,7,5,13,0,1,1,0,0,40,3,0
35,2,172694,11,9,4,4,3,2,1,0,0,40,3,0
17,2,29571,7,8,5,1,4,1,1,0,0,15,3,0
27,2,130438,11,9,5,4,0,1,1,0,0,40,3,0
27,2,213421,14,15,5,6,0,1,1,0,0,50,3,0
44,5,189956,4,13,4,3,1,2,0,15024,0,40,3,1
64,2,133144,11,9,4,2,3,1,1,0,0,16,3,0
62,3,24050,11,9,6,7,0,1,0,0,0,15,3,0
26,2,276967,2,10,4,7,3,1,1,0,0,40,3,0
40,2,184857,11,9,3,4,2,1,1,0,0,40,3,0
40,2,145160,10,16,4,6,3,1,1,0,0,40,3,1
35,2,192251,11,9,1,10,4,1,0,0,0,40,3,0
25,2,190650,4,13,5,6,4,4,1,0,0,40,27,0
52,5,255927,2,10,6,10,0,1,0,0,0,24,3,0
46,2,99086,2,10,4,10,1,1,0,0,0,40,3,1
30,2,216811,11,9,4,13,3,3,1,0,0,40,3,0
52,2,110563,2,10,4,9,3,1,1,0,0,40,3,1
28,2,120471,11,9,5,2,0,0,1,0,0,40,3,0
17,2,183066,0,6,5,5,4,1,0,0,0,25,3,0
46,6,298786,2,10,5,5,4,2,0,0,0,40,3,0
45,2,297884,4,13,1,9,0,1,1,0,0,40,3,1
21,2,253612,2,10,5,6,4,1,0,1055,0,32,3,0
18,0,207438,11,9,4,5,1,1,0,0,0,40,3,0
17,2,148522,5,7,5,5,4,1,1,0,1721,15,3,0
90,2,139660,2,10,1,7,2,2,0,0,0,37,3,0
23,2,165474,2,10,5,13,0,1,1,0,0,40,3,0
41,2,120277,4,13,4,6,3,1,1,0,0,40,3,1
19,0,67929,2,10,5,0,4,1,1,0,0,50,3,0
69,2,229418,11,9,4,2,3,1,1,0,0,40,3,0
23,1,41356,8,12,5,9,2,1,0,0,0,32,3,0
28,2,185127,2,10,5,8,0,1,1,0,0,54,3,0
37,2,109133,8,12,4,7,3,1,1,0,1977,45,3,1
57,2,148315,11,9,4,7,3,1,1,0,0,30,3,0
30,5,145692,2,10,5,3,0,2,1,0,1974,40,3,0
48,2,210424,11,9,3,10,2,1,0,914,0,40,3,0
73,2,198526,11,9,6,5,5,1,0,0,0,32,3,0
25,2,521400,6,3,5,4,5,1,1,0,0,40,34,0
33,2,100882,9,14,5,9,0,1,1,0,0,40,3,1
36,2,124818,11,9,4,4,3,1,1,0,0,40,3,0
28,2,190836,11,9,4,13,3,1,1,3411,0,40,3,0
57,2,71367,11,9,1,5,2,1,0,0,0,40,3,0
31,2,303032,2,10,5,5,2,2,0,0,0,40,3,0
35,2,98989,15,5,1,5,4,3,1,0,0,38,3,0
40,6,390781,11,9,1,5,0,2,0,0,0,48,3,0
32,2,54782,2,10,5,6,4,1,0,0,0,40,3,0
35,2,202683,4,13,5,6,0,1,1,0,0,40,3,0
26,2,213081,11,9,5,10,2,2,0,0,0,40,0,0
27,3,89718,2,10,3,7,4,1,0,0,0,40,3,0
17,2,225106,0,6,5,5,4,1,0,0,1602,18,3,0
29,2,253262,2,10,5,13,0,1,0,0,0,40,3,0
18,2,78181,5,7,5,5,4,1,0,0,0,30,3,0
20,2,158206,2,10,5,7,0,1,1,0,0,30,3,0
69,2,337720,11,9,4,7,3,1,1,0,0,24,3,0
18,6,391257,2,10,5,5,0,1,0,0,0,40,3,0
56,2,134756,11,9,5,5,0,2,0,0,0,40,3,0
40,2,183404,2,10,3,5,2,1,0,0,0,8,3,0
46,2,192793,2,10,1,9,0,1,1,0,0,40,3,0
41,2,203943,7,8,4,3,3,2,1,0,0,40,3,0
53,2,89400,2,10,6,9,2,1,0,0,0,40,3,0
50,2,237868,9,14,4,9,3,1,1,0,0,50,3,1
23,2,139187,5,7,5,1,4,1,1,0,0,50,3,0
40,2,126701,4,13,2,9,0,1,1,0,0,40,3,1
54,3,172175,2,10,4,2,3,1,1,0,0,40,3,1
45,2,164210,2,10,1,9,0,1,0,0,0,40,3,0
53,5,608184,11,9,4,2,3,2,1,0,0,40,3,1
17,5,198797,5,7,5,2,4,1,1,0,0,20,6,0
50,5,425804,4,13,1,9,0,1,0,0,0,40,3,1
22,5,117618,4,13,5,9,0,1,1,0,0,25,3,0
30,2,119164,4,13,5,5,2,1,1,0,0,40,3,0
40,3,92036,4,13,4,13,3,1,1,0,0,40,3,0
36,6,77146,9,14,5,6,0,1,1,0,0,40,3,0
25,0,191803,8,12,5,7,0,1,1,0,0,50,3,0
29,2,54932,11,9,4,4,3,1,1,0,0,40,3,0
29,2,251694,4,13,5,0,4,1,1,0,0,50,3,0
22,2,268145,4,13,5,7,0,1,0,0,0,40,3,0
56,2,104842,4,13,1,6,2,2,0,0,0,50,1,0
60,5,227332,9,14,4,9,3,1,1,0,0,40,3,1
37,2,212512,11,9,4,4,3,1,1,3464,0,50,3,0
53,2,133436,1,4,1,4,0,1,0,0,0,40,3,0
23,6,309055,2,10,5,10,4,1,0,0,0,20,3,0
18,2,59202,11,9,5,12,5,1,0,0,0,10,3,0
